2053,穀
2054,臼
2055,毀
2056,廉
2057,鎌
2058,嫌
2059,謙
2060,遜
2061,亀
2062,練
2063,錬
2064,鍛
2065,鉱
2066,銅
2067,鉛
2068,銑
2069,鋼
2070,剛
2071,綱
2072,網
2073,縄
2074,鉢
2075,鎖
2076,絆
2077,鍵
2078,釘
2079,錮
2080,錠
2081,綻
2082,鈴
2083,鐘
2084,瞳
2085,憧
2086,憬
2087,卑
2088,碑
2089,痺
2090,鬼
2091,塊
2092,醜
2093,魂
2094,魅
2095,魔
2096,畏
2097,刷
2098,擦
2099,摩
2100,磨
2101,凹
2102,凸
2103,奉
2104,奏
2105,泰
2106,俸
2107,棒
2108,捧
2109,耐
2110,霊
2111,需
2112,濡
2113,儒
2114,端
2115,壱
2116,尼
2117,泥
2118,漏
2119,氾
2120,彙
2121,某
2122,謀
2123,媒
2124,尉
2125,慰
2126,酪
2127,酵
2128,醤
2129,酢
2130,酎
2131,酌
2132,釣
2133,畜
2134,蓄
2135,玄
2136,眩
2137,呟
2138,囁
2139,喋
2140,喩
2141,鬱
2142,弦
2143,舷
2144,舵
2145,幻
2146,幽
2147,幼
2148,稚
2149,維
2150,推
2151,堆
2152,椎
2153,脊
2154,雛
2155,誰
2156,唯
2157,鳴
2158,亥
2159,刻
2160,劾
2161,核
2162,骸
2163,咳
2164,該
2165,診
2166,珍
2167,瓦
2168,併
2169,瓶
2170,屏
2171,塀
2172,餅
2173,餌
2174,呑
2175,沃
2176,妖
2177,呪
2178,艶
2179,慈
2180,滋
2181,磁
2182,擁
2183,腐
2184,芯
2185,蒔
2186,撒
2187,撤
2188,徹
2189,微
2190,徴
2191,懲
2192,殆
2193,后
2194,垢
2195,妃
2196,姫
2197,如
2198,茹
2199,婿
2200,娘
2201,嫁
2202,稼
2203,塚
2204,豪
2205,蒙
2206,墾
2207,懇
2208,貌
2209,逐
2210,遂
2211,墜
2212,堕
2213,随
2214,附
2215,髄
2216,怠
2217,惰
2218,佐
2219,玩
2220,弄
2221,嘲
2222,奔
2223,弊
2224,幣
2225,蔽
2226,朋
2227,棚
2228,柵
2229,桁
2230,栓
2231,詮
2232,塞
2233,梗
2234,柿
2235,藤
2236,騰
2237,謄
2238,麺
2239,拉
2240,晃
2241,幌
2242,厘
2243,畝
2244,匁
2245,匂
2246,勾
2247,挨
2248,拶
2249,曖
2250,昧
2251,瑠
2252,璃
2253,嫉
2254,妬
2255,鹿
2256,塵
2257,麓
2258,麗
2259,薦
2260,慶
2261,兜
2262,睨
2263,鼠
2264,溺
2265,潟
2266,濁
2267,渇
2268,褐
2269,葛
2270,喝
2271,謁
2272,掲
2273,戌
2274,尤
2275,駄
2276,駒
2277,篤
2278,罵
2279,蔑
2280,罠
2281,烏
2282,鴨
2283,鳩
2284,鶏
2285,渓
2286,鷹
2287,鷲
2288,璽
2289,爽
2290,綴
2291,桑
2292,蚕
2293,蛋
2294,蟹
2295,蚊
2296,巳
2297,蛇
2298,繭
2299,蝶
2300,虹
